total_cases,new_cases,total_deaths,human_development_index,Status_counts_Academic break,Status_counts_Closed due to COVID-19,Status_counts_Fully open,Status_counts_Partially open
95797.0,77.0,4777.0,0.7609999999999999,0.0,0.0,1.0,0.0
95876.0,79.0,4781.0,0.7609999999999999,0.0,0.0,1.0,0.0
95963.0,87.0,4782.0,0.7609999999999999,0.0,0.0,1.0,0.0
96023.0,60.0,4782.0,0.7609999999999999,0.0,0.0,1.0,0.0
96086.0,63.0,4784.0,0.7609999999999999,0.0,0.0,1.0,0.0
96160.0,74.0,4784.0,0.7609999999999999,0.0,0.0,1.0,0.0
97275.0,180.0,4796.0,0.7609999999999999,0.0,1.0,0.0,0.0
97448.0,173.0,4796.0,0.7609999999999999,1.0,0.0,0.0,0.0
97616.0,168.0,4796.0,0.7609999999999999,1.0,0.0,0.0,0.0
97775.0,159.0,4797.0,0.7609999999999999,1.0,0.0,0.0,0.0
97939.0,164.0,4797.0,0.7609999999999999,0.0,0.0,1.0,0.0
98164.0,225.0,4798.0,0.7609999999999999,0.0,0.0,1.0,0.0
98323.0,159.0,4800.0,0.7609999999999999,0.0,0.0,1.0,0.0
98544.0,221.0,4801.0,0.7609999999999999,0.0,0.0,1.0,0.0
98786.0,242.0,4803.0,0.7609999999999999,0.0,0.0,1.0,0.0
98886.0,100.0,4803.0,0.7609999999999999,0.0,0.0,1.0,0.0
99047.0,161.0,4803.0,0.7609999999999999,0.0,0.0,1.0,0.0
99247.0,200.0,4804.0,0.7609999999999999,0.0,0.0,1.0,0.0
99402.0,155.0,4807.0,0.7609999999999999,0.0,0.0,1.0,0.0
99541.0,139.0,4809.0,0.7609999999999999,0.0,0.0,1.0,0.0
99655.0,114.0,4811.0,0.7609999999999999,0.0,0.0,1.0,0.0
99746.0,91.0,4813.0,0.7609999999999999,0.0,0.0,1.0,0.0
99848.0,102.0,4814.0,0.7609999999999999,0.0,0.0,1.0,0.0
99968.0,120.0,4815.0,0.7609999999999999,0.0,0.0,1.0,0.0
100063.0,95.0,4817.0,0.7609999999999999,0.0,0.0,1.0,0.0
100127.0,64.0,4818.0,0.7609999999999999,0.0,0.0,1.0,0.0
100177.0,50.0,4820.0,0.7609999999999999,0.0,0.0,1.0,0.0
100226.0,49.0,4821.0,0.7609999999999999,0.0,0.0,1.0,0.0
100578.0,19.0,4829.0,0.7609999999999999,1.0,0.0,0.0,0.0
100599.0,21.0,4829.0,0.7609999999999999,0.0,0.0,1.0,0.0
100624.0,25.0,4829.0,0.7609999999999999,0.0,0.0,1.0,0.0
100639.0,15.0,4831.0,0.7609999999999999,0.0,0.0,1.0,0.0
100666.0,27.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100684.0,18.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100705.0,21.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100727.0,22.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100758.0,31.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100784.0,26.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100807.0,23.0,4833.0,0.7609999999999999,0.0,0.0,1.0,0.0
100832.0,25.0,4834.0,0.7609999999999999,0.0,0.0,1.0,0.0
100851.0,19.0,4834.0,0.7609999999999999,0.0,0.0,1.0,0.0
100885.0,34.0,4834.0,0.7609999999999999,0.0,0.0,1.0,0.0
100924.0,39.0,4834.0,0.7609999999999999,0.0,0.0,1.0,0.0
100965.0,41.0,4835.0,0.7609999999999999,0.0,0.0,1.0,0.0
100990.0,25.0,4836.0,0.7609999999999999,0.0,0.0,1.0,0.0
101013.0,23.0,4836.0,0.7609999999999999,0.0,0.0,1.0,0.0
101037.0,24.0,4836.0,0.7609999999999999,0.0,0.0,1.0,0.0
231.0,35.0,2.0,0.767,0.0,0.0,1.0,0.0
277.0,46.0,3.0,0.767,0.0,0.0,1.0,0.0
378.0,101.0,3.0,0.767,0.0,0.0,1.0,0.0
470.0,92.0,4.0,0.767,0.0,0.0,1.0,0.0
491.0,21.0,6.0,0.767,0.0,0.0,1.0,0.0
539.0,48.0,6.0,0.767,0.0,0.0,1.0,0.0
608.0,69.0,6.0,0.767,0.0,0.0,1.0,0.0
702.0,94.0,10.0,0.767,0.0,0.0,1.0,0.0
798.0,96.0,12.0,0.767,0.0,0.0,1.0,0.0
906.0,108.0,16.0,0.767,0.0,0.0,1.0,0.0
1267.0,106.0,25.0,0.767,0.0,0.0,1.0,0.0
1406.0,139.0,32.0,0.767,0.0,0.0,1.0,0.0
1485.0,79.0,35.0,0.767,0.0,0.0,1.0,0.0
1579.0,94.0,46.0,0.767,1.0,0.0,0.0,0.0
1780.0,201.0,50.0,0.767,1.0,0.0,0.0,0.0
2054.0,274.0,54.0,0.767,1.0,0.0,0.0,0.0
2223.0,169.0,69.0,0.767,1.0,0.0,0.0,0.0
2473.0,250.0,80.0,0.767,1.0,0.0,0.0,0.0
2709.0,236.0,100.0,0.767,1.0,0.0,0.0,0.0
2776.0,67.0,109.0,0.767,1.0,0.0,0.0,0.0
2852.0,76.0,112.0,0.767,0.0,0.0,1.0,0.0
2979.0,127.0,127.0,0.767,0.0,0.0,1.0,0.0
3105.0,126.0,131.0,0.767,0.0,0.0,1.0,0.0
3233.0,128.0,144.0,0.767,0.0,0.0,1.0,0.0
3439.0,206.0,153.0,0.767,0.0,0.0,1.0,0.0
3621.0,182.0,166.0,0.767,0.0,0.0,1.0,0.0
3792.0,171.0,179.0,0.767,0.0,0.0,1.0,0.0
3977.0,185.0,189.0,0.767,0.0,0.0,1.0,0.0
4149.0,172.0,196.0,0.767,0.0,0.0,1.0,0.0
4356.0,207.0,206.0,0.767,0.0,0.0,1.0,0.0
4561.0,205.0,215.0,0.767,0.0,0.0,1.0,0.0
4881.0,320.0,225.0,0.767,0.0,0.0,1.0,0.0
5142.0,261.0,233.0,0.767,0.0,0.0,1.0,0.0
5379.0,237.0,244.0,0.767,0.0,1.0,0.0,0.0
5597.0,218.0,253.0,0.767,0.0,1.0,0.0,0.0
5949.0,352.0,269.0,0.767,0.0,1.0,0.0,0.0
6207.0,258.0,278.0,0.767,0.0,1.0,0.0,0.0
6507.0,300.0,293.0,0.767,0.0,1.0,0.0,0.0
7668.0,383.0,340.0,0.767,0.0,1.0,0.0,0.0
7973.0,305.0,358.0,0.767,0.0,1.0,0.0,0.0
8613.0,640.0,378.0,0.767,0.0,1.0,0.0,0.0
8959.0,346.0,397.0,0.767,0.0,1.0,0.0,0.0
9456.0,497.0,407.0,0.767,0.0,1.0,0.0,0.0
10051.0,595.0,428.0,0.767,0.0,1.0,0.0,0.0
10495.0,444.0,445.0,0.767,0.0,0.0,1.0,0.0
11063.0,568.0,463.0,0.767,0.0,1.0,0.0,0.0
11613.0,550.0,479.0,0.767,0.0,1.0,0.0,0.0
12272.0,659.0,493.0,0.767,0.0,1.0,0.0,0.0
12930.0,658.0,509.0,0.767,1.0,0.0,0.0,0.0
13610.0,680.0,525.0,0.767,1.0,0.0,0.0,0.0
14216.0,606.0,546.0,0.767,0.0,1.0,0.0,0.0
14939.0,723.0,562.0,0.767,0.0,1.0,0.0,0.0
15574.0,635.0,574.0,0.767,0.0,1.0,0.0,0.0
16295.0,721.0,592.0,0.767,0.0,1.0,0.0,0.0
16935.0,640.0,613.0,0.767,0.0,1.0,0.0,0.0
17687.0,752.0,630.0,0.767,0.0,1.0,0.0,0.0
18330.0,643.0,652.0,0.767,0.0,1.0,0.0,0.0
19131.0,801.0,682.0,0.767,0.0,1.0,0.0,0.0
20177.0,1046.0,705.0,0.767,0.0,1.0,0.0,0.0
21175.0,998.0,727.0,0.767,0.0,1.0,0.0,0.0
21981.0,806.0,750.0,0.767,0.0,1.0,0.0,0.0
23003.0,1022.0,776.0,0.767,0.0,1.0,0.0,0.0
24104.0,1101.0,803.0,0.767,0.0,1.0,0.0,0.0
25366.0,1262.0,822.0,0.767,0.0,1.0,0.0,0.0
26688.0,1322.0,853.0,0.767,0.0,1.0,0.0,0.0
28236.0,1548.0,890.0,0.767,0.0,1.0,0.0,0.0
29383.0,1147.0,939.0,0.767,0.0,1.0,0.0,0.0
33354.0,1521.0,1045.0,0.767,0.0,1.0,0.0,0.0
35120.0,1766.0,1087.0,0.767,0.0,1.0,0.0,0.0
36635.0,1515.0,1145.0,0.767,0.0,1.0,0.0,0.0
38027.0,1392.0,1205.0,0.767,0.0,0.0,1.0,0.0
39236.0,1209.0,1259.0,0.767,0.0,1.0,0.0,0.0
40719.0,1483.0,1308.0,0.767,0.0,1.0,0.0,0.0
42078.0,1359.0,1372.0,0.767,0.0,1.0,0.0,0.0
43682.0,1604.0,1433.0,0.767,1.0,0.0,0.0,0.0
45212.0,1530.0,1488.0,0.767,1.0,0.0,0.0,0.0
46858.0,1646.0,1545.0,0.767,0.0,1.0,0.0,0.0
48746.0,1888.0,1592.0,0.767,0.0,1.0,0.0,0.0
50939.0,2193.0,1667.0,0.767,0.0,1.0,0.0,0.0
53063.0,2124.0,1726.0,0.767,0.0,1.0,0.0,0.0
54931.0,1868.0,1801.0,0.767,0.0,1.0,0.0,0.0
57046.0,2115.0,1864.0,0.767,0.0,1.0,0.0,0.0
60217.0,3171.0,1950.0,0.767,0.0,1.0,0.0,0.0
63276.0,3059.0,2045.0,0.767,0.0,1.0,0.0,0.0
65633.0,2357.0,2126.0,0.767,0.0,1.0,0.0,0.0
68652.0,3019.0,2237.0,0.767,0.0,1.0,0.0,0.0
71183.0,2531.0,2310.0,0.767,0.0,1.0,0.0,0.0
73572.0,2389.0,2404.0,0.767,0.0,1.0,0.0,0.0
77113.0,3541.0,2491.0,0.767,0.0,1.0,0.0,0.0
80599.0,3486.0,2654.0,0.767,0.0,1.0,0.0,0.0
84442.0,3843.0,2811.0,0.767,0.0,1.0,0.0,0.0
88591.0,4149.0,2939.0,0.767,0.0,1.0,0.0,0.0
91769.0,3178.0,3178.0,0.767,0.0,1.0,0.0,0.0
95043.0,3274.0,3274.0,0.767,0.0,1.0,0.0,0.0
97846.0,2803.0,3334.0,0.767,0.0,1.0,0.0,0.0
109505.0,3395.0,3777.0,0.767,0.0,1.0,0.0,0.0
113389.0,3884.0,3942.0,0.767,0.0,1.0,0.0,0.0
117110.0,3721.0,4064.0,0.767,0.0,0.0,1.0,0.0
120281.0,3171.0,4210.0,0.767,0.0,1.0,0.0,0.0
124494.0,4213.0,4359.0,0.767,0.0,1.0,0.0,0.0
128638.0,4144.0,4527.0,0.767,0.0,1.0,0.0,0.0
133973.0,5335.0,4714.0,0.767,1.0,0.0,0.0,0.0
140776.0,6803.0,4925.0,0.767,1.0,0.0,0.0,0.0
145632.0,4856.0,5119.0,0.767,0.0,1.0,0.0,0.0
150445.0,4813.0,5307.0,0.767,0.0,1.0,0.0,0.0
154277.0,3832.0,5455.0,0.767,0.0,1.0,0.0,0.0
159898.0,5621.0,5625.0,0.767,0.0,1.0,0.0,0.0
165169.0,5271.0,5814.0,0.767,0.0,1.0,0.0,0.0
173206.0,8037.0,6029.0,0.767,0.0,1.0,0.0,0.0
182140.0,8934.0,6288.0,0.767,0.0,1.0,0.0,0.0
190700.0,8560.0,6516.0,0.767,0.0,1.0,0.0,0.0
197278.0,6578.0,6736.0,0.767,0.0,1.0,0.0,0.0
204005.0,6727.0,6929.0,0.767,0.0,1.0,0.0,0.0
211038.0,7033.0,7166.0,0.767,0.0,1.0,0.0,0.0
218428.0,7390.0,7373.0,0.767,1.0,0.0,0.0,0.0
226373.0,7945.0,7688.0,0.767,1.0,0.0,0.0,0.0
233541.0,7168.0,7975.0,0.767,1.0,0.0,0.0,0.0
240795.0,7254.0,8269.0,0.767,1.0,0.0,0.0,0.0
248976.0,8181.0,8525.0,0.767,1.0,0.0,0.0,0.0
257101.0,8125.0,8777.0,0.767,1.0,0.0,0.0,0.0
267385.0,10284.0,9074.0,0.767,1.0,0.0,0.0,0.0
276055.0,8670.0,9454.0,0.767,1.0,0.0,0.0,0.0
286020.0,9965.0,9810.0,0.767,1.0,0.0,0.0,0.0
295508.0,9488.0,10105.0,0.767,1.0,0.0,0.0,0.0
327850.0,10199.0,11017.0,0.767,0.0,1.0,0.0,0.0
334979.0,7129.0,11315.0,0.767,0.0,1.0,0.0,0.0
345714.0,10735.0,11624.0,0.767,0.0,1.0,0.0,0.0
357710.0,11996.0,11939.0,0.767,1.0,0.0,0.0,0.0
367204.0,9494.0,12250.0,0.767,1.0,0.0,0.0,0.0
376870.0,9666.0,12540.0,0.767,0.0,1.0,0.0,0.0
387481.0,10611.0,12842.0,0.767,0.0,1.0,0.0,0.0
397623.0,10142.0,13154.0,0.767,0.0,1.0,0.0,0.0
410453.0,12830.0,13475.0,0.767,0.0,1.0,0.0,0.0
422519.0,12066.0,13837.0,0.767,1.0,0.0,0.0,0.0
433805.0,11286.0,14145.0,0.767,1.0,0.0,0.0,0.0
445111.0,11306.0,14492.0,0.767,1.0,0.0,0.0,0.0
456689.0,11578.0,14810.0,0.767,1.0,0.0,0.0,0.0
468332.0,11643.0,15097.0,0.767,1.0,0.0,0.0,0.0
476660.0,8328.0,15372.0,0.767,1.0,0.0,0.0,0.0
489122.0,12462.0,15619.0,0.767,1.0,0.0,0.0,0.0
502178.0,13056.0,15979.0,0.767,1.0,0.0,0.0,0.0
513719.0,11541.0,16183.0,0.767,1.0,0.0,0.0,0.0
522138.0,8419.0,16568.0,0.767,1.0,0.0,0.0,0.0
533103.0,10965.0,16968.0,0.767,1.0,0.0,0.0,0.0
541139.0,8036.0,17316.0,0.767,1.0,0.0,0.0,0.0
551688.0,10549.0,17612.0,0.767,1.0,0.0,0.0,0.0
562113.0,10425.0,17889.0,0.767,1.0,0.0,0.0,0.0
572243.0,10130.0,18184.0,0.767,1.0,0.0,0.0,0.0
581995.0,9752.0,18467.0,0.767,1.0,0.0,0.0,0.0
590492.0,8497.0,18766.0,0.767,1.0,0.0,0.0,0.0
599884.0,9392.0,19063.0,0.767,1.0,0.0,0.0,0.0
607904.0,8020.0,19363.0,0.767,1.0,0.0,0.0,0.0
615094.0,7190.0,19662.0,0.767,0.0,0.0,1.0,0.0
641574.0,8253.0,20618.0,0.767,0.0,1.0,0.0,0.0
650063.0,8489.0,20888.0,0.767,1.0,0.0,0.0,0.0
658456.0,8393.0,21156.0,0.767,1.0,0.0,0.0,0.0
666521.0,8065.0,21412.0,0.767,0.0,1.0,0.0,0.0
671848.0,5327.0,21615.0,0.767,0.0,1.0,0.0,0.0
679513.0,7665.0,21817.0,0.767,0.0,1.0,0.0,0.0
686851.0,7338.0,22053.0,0.767,0.0,1.0,0.0,0.0
694664.0,7813.0,22275.0,0.767,1.0,0.0,0.0,0.0
702088.0,7424.0,22518.0,0.767,1.0,0.0,0.0,0.0
708964.0,6876.0,22734.0,0.767,1.0,0.0,0.0,0.0
716319.0,7355.0,22924.0,0.767,1.0,0.0,0.0,0.0
721892.0,5573.0,23123.0,0.767,1.0,0.0,0.0,0.0
728590.0,6698.0,23288.0,0.767,1.0,0.0,0.0,0.0
736377.0,7787.0,23478.0,0.767,1.0,0.0,0.0,0.0
743945.0,7568.0,23665.0,0.767,1.0,0.0,0.0,0.0
750471.0,6526.0,23665.0,0.767,1.0,0.0,0.0,0.0
758398.0,7927.0,24039.0,0.767,1.0,0.0,0.0,0.0
765076.0,6678.0,24208.0,0.767,1.0,0.0,0.0,0.0
770435.0,5359.0,24397.0,0.767,0.0,1.0,0.0,0.0
777537.0,7102.0,24397.0,0.767,0.0,1.0,0.0,0.0
784268.0,6731.0,24746.0,0.767,0.0,1.0,0.0,0.0
790823.0,6555.0,24746.0,0.767,0.0,1.0,0.0,0.0
798317.0,7494.0,25103.0,0.767,0.0,1.0,0.0,0.0
806038.0,7721.0,25296.0,0.767,0.0,1.0,0.0,0.0
813056.0,7018.0,25488.0,0.767,0.0,1.0,0.0,0.0
818203.0,5147.0,25641.0,0.767,0.0,1.0,0.0,0.0
824042.0,5839.0,25828.0,0.767,0.0,0.0,1.0,0.0
829679.0,5637.0,25998.0,0.767,0.0,1.0,0.0,0.0
848147.0,6615.0,26556.0,0.767,1.0,0.0,0.0,0.0
855052.0,6905.0,26712.0,0.767,1.0,0.0,0.0,0.0
862158.0,7106.0,26844.0,0.767,0.0,1.0,0.0,0.0
869808.0,7650.0,27017.0,0.767,0.0,1.0,0.0,0.0
877684.0,7876.0,27180.0,0.767,0.0,1.0,0.0,0.0
886179.0,8495.0,27180.0,0.767,0.0,1.0,0.0,0.0
894300.0,8121.0,27495.0,0.767,0.0,1.0,0.0,0.0
902747.0,8447.0,27660.0,0.767,0.0,1.0,0.0,0.0
911316.0,8569.0,27834.0,0.767,0.0,1.0,0.0,0.0
919084.0,7768.0,27985.0,0.767,0.0,1.0,0.0,0.0
924098.0,5014.0,28141.0,0.767,0.0,1.0,0.0,0.0
930159.0,6061.0,28306.0,0.767,0.0,1.0,0.0,0.0
936982.0,6823.0,28457.0,0.767,0.0,1.0,0.0,0.0
945354.0,8372.0,28616.0,0.767,0.0,1.0,0.0,0.0
952371.0,7017.0,28803.0,0.767,0.0,1.0,0.0,0.0
959572.0,7201.0,28970.0,0.767,0.0,1.0,0.0,0.0
965883.0,6311.0,29102.0,0.767,0.0,1.0,0.0,0.0
974139.0,8256.0,29272.0,0.767,0.0,1.0,0.0,0.0
981700.0,7561.0,29464.0,0.767,0.0,1.0,0.0,0.0
990373.0,8673.0,29637.0,0.767,0.0,1.0,0.0,0.0
998942.0,8569.0,29802.0,0.767,0.0,1.0,0.0,0.0
1007711.0,8769.0,30000.0,0.767,0.0,1.0,0.0,0.0
1015885.0,8174.0,30154.0,0.767,0.0,1.0,0.0,0.0
1025052.0,9167.0,30348.0,0.767,0.0,1.0,0.0,0.0
1033218.0,8166.0,30565.0,0.767,0.0,0.0,1.0,0.0
1041935.0,8717.0,30753.0,0.767,0.0,1.0,0.0,0.0
1053122.0,11187.0,30926.0,0.767,0.0,1.0,0.0,0.0
1063151.0,10029.0,31135.0,0.767,0.0,1.0,0.0,0.0
1074184.0,11033.0,31314.0,0.767,1.0,0.0,0.0,0.0
1099392.0,6136.0,31847.0,0.767,0.0,1.0,0.0,0.0
1108086.0,8694.0,32013.0,0.767,0.0,1.0,0.0,0.0
1117977.0,9891.0,32209.0,0.767,0.0,1.0,0.0,0.0
1127733.0,9756.0,32405.0,0.767,0.0,1.0,0.0,0.0
1136447.0,8714.0,32595.0,0.767,0.0,1.0,0.0,0.0
1143887.0,7440.0,32791.0,0.767,0.0,1.0,0.0,0.0
1149064.0,5177.0,32974.0,0.767,0.0,1.0,0.0,0.0
1155356.0,6292.0,33128.0,0.767,0.0,1.0,0.0,0.0
1165326.0,9970.0,33312.0,0.767,0.0,1.0,0.0,0.0
1174012.0,8686.0,33491.0,0.767,0.0,1.0,0.0,0.0
1182697.0,8685.0,33669.0,0.767,0.0,1.0,0.0,0.0
1191634.0,8937.0,33829.0,0.767,0.0,1.0,0.0,0.0
1198746.0,7112.0,34031.0,0.767,0.0,1.0,0.0,0.0
1205217.0,6471.0,34223.0,0.767,0.0,1.0,0.0,0.0
1211128.0,5911.0,34381.0,0.767,0.0,1.0,0.0,0.0
1218003.0,6875.0,34563.0,0.767,0.0,1.0,0.0,0.0
1225490.0,7487.0,34761.0,0.767,0.0,1.0,0.0,0.0
1233444.0,7954.0,34929.0,0.767,0.0,1.0,0.0,0.0
1240493.0,7049.0,35104.0,0.767,0.0,1.0,0.0,0.0
1248417.0,7924.0,35287.0,0.767,0.0,1.0,0.0,0.0
1254979.0,6562.0,35479.0,0.767,0.0,1.0,0.0,0.0
1262494.0,7515.0,35677.0,0.767,0.0,1.0,0.0,0.0
1270991.0,8497.0,35860.0,0.767,0.0,0.0,1.0,0.0
1280487.0,9496.0,36019.0,0.767,0.0,1.0,0.0,0.0
1290510.0,10023.0,36214.0,0.767,0.0,1.0,0.0,0.0
1299613.0,9103.0,36401.0,0.767,0.0,1.0,0.0,0.0
1308376.0,8763.0,36584.0,0.767,1.0,0.0,0.0,0.0
1316806.0,8430.0,36766.0,0.767,1.0,0.0,0.0,0.0
1343322.0,9233.0,37305.0,0.767,0.0,1.0,0.0,0.0
1352607.0,9285.0,37467.0,0.767,0.0,1.0,0.0,0.0
1362249.0,9642.0,37633.0,0.767,0.0,1.0,0.0,0.0
1371103.0,8854.0,37808.0,0.767,0.0,1.0,0.0,0.0
1377100.0,5997.0,37995.0,0.767,0.0,1.0,0.0,0.0
1384610.0,7510.0,38158.0,0.767,0.0,1.0,0.0,0.0
1392133.0,7523.0,38308.0,0.767,0.0,1.0,0.0,0.0
1399911.0,7778.0,38484.0,0.767,0.0,1.0,0.0,0.0
1408909.0,8998.0,38669.0,0.767,0.0,1.0,0.0,0.0
1417072.0,8163.0,38866.0,0.767,0.0,1.0,0.0,0.0
1425774.0,8702.0,39053.0,0.767,0.0,1.0,0.0,0.0
1434516.0,8742.0,39195.0,0.767,0.0,1.0,0.0,0.0
1444646.0,10130.0,39356.0,0.767,0.0,1.0,0.0,0.0
1456599.0,11953.0,39560.0,0.767,0.0,1.0,0.0,0.0
1468795.0,12196.0,39787.0,0.767,0.0,1.0,0.0,0.0
1482072.0,13277.0,40019.0,0.767,0.0,1.0,0.0,0.0
1496062.0,13990.0,40268.0,0.767,0.0,1.0,0.0,0.0
1507222.0,11160.0,40475.0,0.767,0.0,1.0,0.0,0.0
1518067.0,10845.0,40680.0,0.767,0.0,1.0,0.0,0.0
1530593.0,12526.0,40931.0,0.767,0.0,1.0,0.0,0.0
1544826.0,14233.0,41174.0,0.767,0.0,0.0,1.0,0.0
1559766.0,14940.0,41454.0,0.767,0.0,1.0,0.0,0.0
1574707.0,14941.0,41690.0,0.767,0.0,1.0,0.0,0.0
1584903.0,10196.0,41943.0,0.767,0.0,1.0,0.0,0.0
1594497.0,9594.0,42171.0,0.767,1.0,0.0,0.0,0.0
1603807.0,9310.0,42374.0,0.767,1.0,0.0,0.0,0.0
1614822.0,11015.0,42620.0,0.767,0.0,1.0,0.0,0.0
1626461.0,11639.0,42909.0,0.767,0.0,1.0,0.0,0.0
1642775.0,16314.0,43213.0,0.767,0.0,1.0,0.0,0.0
1654880.0,12105.0,43495.0,0.767,0.0,1.0,0.0,0.0
1666408.0,11528.0,43765.0,0.767,0.0,1.0,0.0,0.0
1675820.0,9412.0,43965.0,0.767,0.0,1.0,0.0,0.0
1831980.0,15898.0,47124.0,0.767,1.0,0.0,0.0,0.0
1849101.0,17121.0,47491.0,0.767,1.0,0.0,0.0,0.0
1870179.0,21078.0,47868.0,0.767,1.0,0.0,0.0,0.0
1891034.0,20855.0,48256.0,0.767,1.0,0.0,0.0,0.0
1908413.0,17379.0,48631.0,0.767,1.0,0.0,0.0,0.0
1923132.0,14719.0,49004.0,0.767,1.0,0.0,0.0,0.0
1939071.0,15939.0,49402.0,0.767,1.0,0.0,0.0,0.0
1956979.0,17908.0,49792.0,0.767,1.0,0.0,0.0,0.0
1972345.0,15366.0,50187.0,0.767,1.0,0.0,0.0,0.0
1987418.0,15073.0,50586.0,0.767,0.0,1.0,0.0,0.0
2002969.0,15551.0,50982.0,0.767,0.0,1.0,0.0,0.0
2015485.0,12516.0,51374.0,0.767,0.0,1.0,0.0,0.0
2027746.0,12261.0,51747.0,0.767,0.0,1.0,0.0,0.0
2041352.0,13606.0,52128.0,0.767,0.0,1.0,0.0,0.0
2055305.0,13953.0,52523.0,0.767,0.0,1.0,0.0,0.0
2067575.0,12270.0,52913.0,0.767,0.0,1.0,0.0,0.0
2077633.0,10058.0,53284.0,0.767,0.0,1.0,0.0,0.0
2086806.0,9173.0,53650.0,0.767,0.0,1.0,0.0,0.0
2094884.0,8078.0,53983.0,0.767,0.0,1.0,0.0,0.0
2104506.0,9622.0,54272.0,0.767,0.0,1.0,0.0,0.0
2114597.0,10091.0,54576.0,0.767,0.0,1.0,0.0,0.0
2125622.0,11025.0,54877.0,0.767,0.0,1.0,0.0,0.0
2190116.0,4947.0,57425.0,0.767,0.0,1.0,0.0,0.0
2195039.0,4923.0,57605.0,0.767,0.0,1.0,0.0,0.0
2198549.0,3510.0,57786.0,0.767,0.0,1.0,0.0,0.0
2202598.0,4049.0,57949.0,0.767,0.0,1.0,0.0,0.0
2207701.0,5103.0,58134.0,0.767,0.0,1.0,0.0,0.0
2212525.0,4824.0,58334.0,0.767,0.0,1.0,0.0,0.0
2217001.0,4476.0,58511.0,0.767,0.0,1.0,0.0,0.0
2222018.0,5017.0,58685.0,0.767,0.0,1.0,0.0,0.0
2226262.0,4244.0,58834.0,0.767,0.0,1.0,0.0,0.0
2229663.0,3401.0,58974.0,0.767,0.0,1.0,0.0,0.0
2233589.0,3926.0,59118.0,0.767,0.0,1.0,0.0,0.0
2237542.0,3953.0,59260.0,0.767,0.0,1.0,0.0,0.0
2241225.0,3683.0,59396.0,0.767,0.0,1.0,0.0,0.0
2244792.0,3567.0,59518.0,0.767,0.0,1.0,0.0,0.0
2248135.0,3343.0,59660.0,0.767,0.0,1.0,0.0,0.0
2251690.0,3555.0,59766.0,0.767,0.0,1.0,0.0,0.0
2255260.0,3570.0,59866.0,0.767,0.0,1.0,0.0,0.0
2259599.0,4339.0,59972.0,0.767,0.0,1.0,0.0,0.0
2262646.0,3047.0,60082.0,0.767,1.0,0.0,0.0,0.0
8.0,5.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
8.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
8.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,3.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
11.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
34.0,23.0,1.0,0.5539999999999999,0.0,0.0,1.0,0.0
34.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
78.0,44.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
78.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
87.0,9.0,1.0,0.5539999999999999,1.0,0.0,0.0,0.0
87.0,0.0,1.0,0.5539999999999999,1.0,0.0,0.0,0.0
87.0,0.0,1.0,0.5539999999999999,0.0,1.0,0.0,0.0
87.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
87.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
87.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
106.0,19.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
106.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
132.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
132.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
132.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
141.0,9.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
141.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
141.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
141.0,0.0,2.0,0.5539999999999999,0.0,1.0,0.0,0.0
